Keys,Definitions,English
MEK," Suffire, suffisant.  Tong uh hè —, ïúk hamang, s’il n’y en a pas assez, prenez-en encore.  || Daigner.  Inh uh kò — iu kè xd, je dé- daigne de le craindre (il n’a pas ce qu’il faut pour que je le craigne). ","Enough, enough. Tong uh hè —, ïúk hamang, if there is not enough, take some more. || Deign. Inh uh kò — iu kè xd, I disdain to fear him (he does not have what it takes for me to fear him)."
MEK," Oncle, frère ou cousin du pére plus jeu- ne que lui.  || Beau-père (le second mari de mère). ","Uncle, brother or cousin of the father younger than him. || Stepfather (mother's second husband)."
MEM," Regretter, être affligé de la perte d’une personne aimée, avoir pitié.  — /š, ð dim.  que je te regrette, mon fils. ","To regret, to be distressed by the loss of a loved one, to have pity. — /š, ð sun. I miss you, my son."
"MENG, MĂ —"," Vite, promptement. ","Quickly, promptly."
MENG-DON," Le haut de la joue.  Tap — —, donner un soufflet. ","The top of the cheek. Tap — —, give a bellows."
MEO, Chat. ,Cat.
"MEO, MEU", Manche crochu de la piochette. ,Hooked handle of the pickaxe.
MET," Planter ou ficher en oblique, de biais.  — xdrông, planter les lancettes (on les plante un peu penchées.  )","Plant or file obliquely, at an angle. — xdrông, plant the lancets (we plant them slightly tilted.)"
MET-MÔT," Se préparer, faire les préparatifs nécessaires, mettre tout en ordre.  — — nam fò- moi, faire ses préparatifs de voyage.  — — nam hnhâm tôngla, se préparer pour la confession. ","Get ready, make the necessary preparations, put everything in order. — — nam fò- me, making travel arrangements. — — nam hnhâm tôngla, prepare for confession."
MET," Aimer, avoir du goût pour.  — Z4k, avoir une passion pour, être adonné, avoir la passion de.  De hajoh — hò pley, les enfants aiment les fruits.  — kè xử Mk, avoir la passion du vin. ","To love, to have a taste for. — Z4k, have a passion for, be devoted to, have a passion for. De hajoh — hò pley, children love fruit. — kè xử Mk, have a passion for wine."
MI," Pleuvoir.  Dak —, la pluie, eau de pluie. ","Rain. Dak —, rain, rainwater."
pleuvoir à verse," Piän —, la saison des pluies.  — hngach, pluies continuelles.  ","Piän —, the rainy season. — hngach, continuous rains."
MI," Beau-frère, belle-sœur, mariés à un frère ou une sœur aînée. ","Brother-in-law, sister-in-law, married to an older brother or sister."
MIH," Oncle, frère aîné de la mère, frère aîné de l’époux, ou de l'épouse. ","Uncle, mother's elder brother, husband's or wife's elder brother."
MIH, Vous deux. ,You two.
MIK," Teindre en frottant, marquer avec une * eouleur. ","Dye by rubbing, mark with a * color."
MIL," Se fâcher, se mettre en colère, s’impe- tienter, Ỷ","To get angry, to become angry, to become impotent, Ỷ"
MIM, Espèce de buffle sauvage. ,Species of wild buffalo.
MING," Un.  (Si un est suivi d'un autre mot, i faut dire ming; dans le cas contraire, on doit dire mênh : Ming jit mônh, onze. )","Un. (If un is followed by another word, i must say ming; otherwise, one must say mênh: Ming jit mônh, eleven. )"
MING," Réparer, restaurer, rétablir, amender, corriger.  — hnam, réparer une maison.  — đỏ bè- noh, purifier, amender, corriger ses affections.  — đỏ don, rectifier son intention. ","Repair, restore, reestablish, amend, correct. — hnam, repair a house. — đỏ bè-noh, purify, amend, correct one's affections. — đỏ don, rectify one's intention."
MING," Jeter un sort, un maléfice. ","Cast a spell, a curse."
MIR," Champ.  Bò —, travailler aux champs, se livrer aux travaux des champs.  — 74m, nou- veau champ.  — huh klong, champ où l’on a fait une première récolte.  — puh räng, vieux champ. ","Field. Bò —, to work in the fields, to engage in field work. — 74m, new field. — huh klong, field where we made a first harvest. — puh räng, old field."
"MIT, (mot annamite) Jaquier"," Pley —, fruit du jaquier. ","Pley —, jackfruit."
MO," (toujours au voc. ) O ma fille.  [V.  NEY, UỐNG]","(still in voice) O my daughter. [v. NEY, UỐNG]"
MÔ," Organes sexuels de la femme (expression absolument obscène, qu’il ne faut jamais employer).  Té — mél que tu aies commerce avec ta mère.  (Imprécation. )","Female sexual organs (absolutely obscene expression, which should never be used). Te — mel that you have business with your mother. (Imprecation.)"
MÔ," Teinture noire.  4o — habit noir, ou bleu très foncé.  ","Black dye. 4o — black coat, or very dark blue."
"MÔET, Plonger dans l’eau et retenir sa res- piration"," — dak, épreuve de l’eau. ","— dak, water proof."
MOH," Bien portant, avec un certain embom- point. ","In good health, with a certain plumpness."
MOIH," Désirer ardemment.  — dibal, se pas- sionner, samouracher l’un de l’autre.  — 10ch, mauvais désir.  Yép plenh jâp teh, inh — kikid, ò Bä lãnh inh, lồng uh kè bôm th, au ciel et sur la terre, que désiré-je, mon Dieu, sinon vous seul?","Ardently desire. — dibal, to be passionate, to love each other. — 10ch, bad desire. Yép plenh jâp teh, inh — kikid, ò Bä lãnh inh, lồng uh kè bôm th, in heaven and on earth, what do I desire, my God, if not you alone?"
MÔK," Prendre la nourriture avec les doigts.  — pang ti, même sens. ","Take the food with your fingers. — pang ti, same meaning."
MÔK," Jaunissant (en parlant du riz dans les champs).  Ba bôn ji — boih, notre riz est presque mûr, il commence à jaunir. ","Yellowing (speaking of rice in the fields). Ba bon ji — boih, our rice is almost ripe, it's starting to turn yellow."
"MỐL, LÔET —"," S'évanouir, tomber en fai- blesse, perdre connaissance. ","Faint, become weak, lose consciousness."
MOL," Assez, c'est assez.  — dang số, c'est suf- fisant comme cela. ","Enough is enough. — sang số, that’s enough as it is."
MON," Neveu, nièce, les enfants des cousins.  (Un homme âgé, un supérieur, un maître peuvent appeler kon —, oh —, tous les jeunes gens. )","Nephew, niece, cousins' children. (An old man, a superior, a master can call kon —, oh —, all young people. )"
"MON, MON"," Prendre la nourriture avec trois doigts, le pouce, l’index et le medius.  (Avec le pou- ce et l'index seuls ce serait f⁄2. )","Take food with three fingers, thumb, index and middle finger. (With thumb and forefinger alone it would be f⁄2.)"
"MÔNG, — CHING, — GONG"," Le tamtam, le gong qui a le son le plus aigu, le ton le plus élevé, dans un assortiment. ","The tamtam, the gong that has the sharpest sound, the highest pitch, in an assortment."
MÔNG," La pièce moyenne dans un assorti- ment de gongs, de tamtam. ","The middle piece in an assortment of hinges, tamtam."
MONG," Restituer en valeur, faire compensa- tion, défrayer, compenser.  A16k ba — hab5, em- prunter du riz et le payer en maïs.  Xa m4 tèpé — ","To restore in value, to make compensation, to defray, to compensate. A16k ba — hab5, borrow rice and pay for it in corn. Xa m4 tepé —"
MOU," Exhaler une odeur, sentir bon ou mauvais.  — fhu, bonne odeur, sentir bon.  — ôm, odeur de pourriture.  . | (seul et sans adjec- tif) Sentir mauvais, odeur désagréable; gâté.  Ka mdn6 — boih, ces poissons commencent à se gâter. ","Exhale an odor, smell good or bad. — fhu, good smell, smell good. — om, smell of rot. . | (alone and without adjective) Smell bad, unpleasant odor; spoiled. Ka mdn6 — boih, these fish are starting to spoil."
MÔI," D'abord, préalablement.  Mau don — kônh pèjai, réfléchir d’abord et parler ensuite. ","First, beforehand. Mau don — kônh pèjai, think first and then speak."
MỎL," Être dégoûté.  Xa dunh ming toèdrong nš- nai, bu uh kè —? qui ne serait dégôuté à la longue de manger toujours les mêmes choses?","To be disgusted. Xa dung mind trong nš- nai, bu uh kè —? Who wouldn't be disgusted in the long run by always eating the same things?"
MỎLÂU," (mot hagu synonyme de hòđŠ. ) Avoir honte, rougir. ","(Hagu word synonymous with hòđŠ. ) To be ashamed, to blush."
MỞLẼ," Néanmoins, malgré cela, et cependant, bien qu’il en soit ainsi.  E ji arch kò th, — inh ody manät kb ¿, tu me hais, et malgré cela j'ai toujours pitié de toi. ","Nevertheless, in spite of this, and yet, although it is so. E ji arch kò th, — inh ody manät kb ¿, you hate me, and despite that I still pity you."
"MỎLEH, ou mieux BÔLEH"," Saigner, tuer en tirant le sang. ","To bleed, to kill by drawing blood."
MOMAI," Sœur aînée.  — 0h, sœurs, cousines.  Bre nhong oh 16k bre — oh, les deux frères épousent les deux sœurs.  -","Older sister. - 0h, sisters, cousins. Bre nhong oh 16k bre — oh, the two brothers marry the two sisters. -"
MOMANG," Sombre, obscur, obscurité.  — mi, nuage noir précurseur de la pluie.  . ","Dark, dark, darkness. — mi, black cloud precursor to rain. ."
"MOMÂNG, MOMONG"," Sans respect ni pu- deur.  Béngai —.  uh kè kòdắ kd bờjai bruh dbngir de hddra, quel impudent.  il ne rougit pas de tenir des propos obscènes devant ses parents |","Without respect or modesty. Bengai —. uh kè kòdắ kd bờjai bruh dbngir de hddra, how impudent. he does not blush to make obscene remarks in front of his parents |"
MOMÂU, Champignon. ,Mushroom.
MOMÜ," Tâtonner, aller à tâtons. ","To grope, to grope."
"MỎMONG, MOMUNG", Creux.  (opposé à đòi. ),Hollow. (opposite of đòi.)
MỎMỎNH," Murmurer, se plaindre.  M4 inh règey bang xd, xd oây —, j'ai beau être généreux ","Whisper, complain. M4 inh règey bang xd, xd oây —, I may be generous"
"MON envers lui, il trouve encore à se plaindre"," Tèng & andt, nŠ —, bòdông mă xôn, kènh Bä lang gô apak, si vous êtes dans la tribulation ne murmurez pas, soyez patient, et Dieu sera votre récompense. ","Tèng & andt, nŠ —, bòdông mă xôn, kènh Bä lang gô apak, if you are in tribulation do not murmur, be patient, and God will be your reward."
"MOMÔT, ROMÔT, RỎMUỞỚT"," Avoir horreur, Bu uh kè — gô Đăng poma lÝ? qui n'écouterait avec horreur de tels propos? Ink — kè bôh pham, la vue du sang me fait horreur. ","To be horrified, Bu uh kè — gô Đăng poma lÝ? who would not listen with horror to such remarks? Ink — kè bôh pham, the sight of blood horrifies me."
MOMUR, Grommeler „ murmurer entre les dents. ,To grumble „ to murmur between the teeth.
MON," Sentir, éprouver une sensation.  E hâm — ji? sentez-vous de la douleur? souffrez-vous? À Avoir conscience.  Inh uh hò — pèjai ioch, je n'ai pas conscience d’avoir mal parlé. ","To feel, to feel a sensation. E ham — ji? do you feel pain? are you suffering? To be aware. Inh uh hò — pèjai ioch, I am not aware of having spoken wrongly."
MONA, Prisonnier de gnerre. ,Prisoner of war.
"MONA, MỎNI MONA"," Quoique. . . , cependant; oui, mais. . . ; sans doute, mais.  {.  MANÂM, qui a à peu près le même sens. ]","Though. . . , However; Yes, but. . . ; no doubt, but. {. MANÂM, which has almost the same meaning. ]"
"MONA, MỎNAH"," Les uns, une partie, les au- tres.  — o4 — uh, les uns le veulent et les autres non.  .  ¬ MONAL.  Carré de toile que.  les femmes cousent à leur jupe, par derrière. ","Some, part, others. — o4 — uh, some want it and some don't. . ¬ MONAL. Square canvas that. women sew to their skirts, from behind."
MONE," (Pour mé né, mi Ý, m dy. ) Cette per- sonne, cette chose là même (corrélatif de ø ở, mèÿb).  E khan kò š oa rudt jù mé de tech, inh du meih oa rubt — ra, vous dites que vous voulez acheter la jarre qui est en vente, c'est précisément celle-là que je désire acheter moi aussi. ","(For mé né, mi Ý, m dy. ) This person, this very thing (correlative of ø ở, mèÿb). E khan kò š oa rudt jù mé de tech, inh du meih oa rubt — ra, you say that you want to buy the jar that is on sale, that is precisely the one that I want to buy too."
MỎNENG, Corde ou rotin qu’on passe dans le mufle des bœufs et autres animaux. ,Rope or rattan that is passed through the muzzle of oxen and other animals.
MỎNGANG, Grosse four- mi noire dont la morsure est douloureuse assez,Large black ant whose bite is quite painful
MỎNHÃ," Luisant, brillant, briller.  #2 —, akơng 1b hò xe mah, c'est brillant, mais ce n’est pas de l'or. ","Gleaming, shining, shining. #2 —, akơng 1b hò xe mah, it's shiny, but it's not gold."
MONHAN," Se refuser à, se fuser, résister.  Xo — kd 16k, il refuse, il ne veut pas accepter.  Xù — hd tià, il refuse de me suvire. ","To refuse to, to fuse, to resist. Xo — kd 16k, he refuses, he does not want to accept. Xù — hd tià, he refuses to follow me."
MONHANG KO," Quoique, bien que.  — kè #, malgré cela.  . ","Although, although. — kè #, despite this. ."
"MỎNHAU, MONHAU -MONHAU"," (D'ordi- naire on répète le mot. ) Parler confusément, tous ensemble, et avec bruit.  Tôklam — —, converser bruyamment et avec confusion. ","(Usually the word is repeated.) Speak confusedly, all together, and noisily. Tôklam — —, converse loudly and confusedly."
"MONO, MA NÜ"," Ceci, cet objet-ci.  Mir —, ce champ-ci, ce champ que voilà.  18k —, ink gô Wúk mèt5, prenez celui-ci, je prendrai celui-là. ","This, this object. Mir —, this field, this field. 18k —, ink gô Wúk mèt5, take this one, I'll take that one."
