Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
"gơnăl, kơnăl","to recognize, know",language,0.3500459790229797,human activity,0.2857410609722137
gơnăp,"the binding, that which holds something together",language,0.2260554730892181,human activity,0.2013538926839828
gơneng,bookcase or related objects,human activity,0.2815066874027252,scenery,0.1736993491649627
gơnêh-gơnêh gơnơm,"to depend on, trust in",human activity,0.2908647060394287,language,0.2896955609321594
gơning,to lean on or against ,human activity,0.4145393967628479,language,0.2499855160713195
gơnơm,"to depend on, trust",language,0.3336640298366546,human activity,0.3120236694812774
gơnỡ,to want to do something one can't,human activity,0.5590654015541077,language,0.1095019951462745
gơnuang,to make a circle of wire,human activity,0.6729973554611206,animals activity,0.0916129425168037
gơnŭk, a large pile ,human activity,0.6098236441612244,animals activity,0.110857605934143
gơp,shelter underneath rock tree,animals activity,0.3261211514472961,scenery,0.1810563951730728
hơgơp,cave ,animals activity,0.3262699246406555,human activity,0.2446964979171753
gơsỡm-hla gơsỡm,an edible leaf (plant),plants,0.9799567461013794,animals activity,0.0069297449663281
gơwang,type of expensive wine jar,human activity,0.4492673575878143,language,0.1229893341660499
gơwŏk,"to be hooked, pick with a hook",human activity,0.6718134880065918,language,0.1498157382011413
 long gơwŏk,a hook,human activity,0.5085610747337341,animals activity,0.2593894004821777
gơwôh, buck teeth ,animals activity,0.4096026718616485,human activity,0.374163806438446
gỡ,to break something made of wood metal glass,human activity,0.8848029375076294,animals activity,0.0413330234587192
gỡng, measurer for small stick-like objects,human activity,0.3624207675457001,animals activity,0.1714880019426345
gỡng ga,four-poled device to tie carabao to for sacrifice ,animals,0.5003344416618347,animals activity,0.4554694294929504
gỡ,handle ,human activity,0.3691255748271942,language,0.2120507061481475
gỡt," to brake, to prevent, control oneself ",human activity,0.5445262789726257,language,0.2088595926761627
"grach, yă grach",cricket,animals activity,0.7658557891845703,human activity,0.129485547542572
"grah, grah luăn 'năr",solar eclipse (grah is probably some animal eating the sun),animals,0.494998425245285,animals activity,0.490403264760971
"grak, grak-kơgrak",the noise of a person snoring ,human activity,0.9555305242538452,animals activity,0.0130983032286167
gram,"to keep house, body clean",human activity,0.7939244508743286,water,0.0789899304509162
grang,a basket used to catch fish ,animals activity,0.6767662763595581,human activity,0.2146143466234207
gră,"big seeds, big seed-shaped things",plants,0.4397340416908264,human activity,0.1663096845149994
grăt,"to be silent, a quiet person",human activity,0.3489012718200683,language,0.3409444987773895
gre,vehicle,human activity,0.7505117654800415,animals activity,0.1782833188772201
grĕng,eye teeth,human activity,0.5225989818572998,animals activity,0.3092376887798309
grĕng-nĕng,small bell,animals activity,0.4455311298370361,human activity,0.3138223886489868
grĕnh,to growl,animals activity,0.5161260962486267,language,0.2723613083362579
grê,"leaning tree, house",human activity,0.7810606956481934,scenery,0.1662146747112274
grik,sound of growl,animals activity,0.6463980674743652,human activity,0.1204981133341789
gring,fierce noisy leap of the tiger at prey,animals activity,0.7405688762664795,animals,0.2501364648342132
groi,hill,human activity,0.3047621250152588,scenery,0.239916905760765
grong,to beat gongs and march around something,human activity,0.92535400390625,animals activity,0.0456011481583118
grŏl,to roll,human activity,0.437936931848526,animals activity,0.3506689965724945
grôi,"mane of horse, pig",animals,0.4963445365428924,animals activity,0.4961210489273071
groih-gogroih,noise of pulling something small on ground,human activity,0.843722403049469,animals activity,0.090985894203186
grôih-gogrôih,noise of pulling something large on ground,human activity,0.7913305163383484,animals activity,0.1364172995090484
"grôk, grôk",noise of stomach rumbling,human activity,0.7161169648170471,animals activity,0.2091741114854812
grỡ,vulture,animals activity,0.5037902593612671,animals,0.4759267270565033
grỡ ă,a large vulture,animals activity,0.5770357847213745,animals,0.4143750071525574
grỡm,thunder from distance,weather,0.8367090225219727,animals activity,0.0695089176297187
gruih,to stand up quickly ,human activity,0.665905773639679,animals activity,0.1559743136167526
grŭn, to strain when carrying something on back,human activity,0.8461593389511108,animals activity,0.069936491549015
grŭp,group,human activity,0.4647944867610931,animals,0.1076011210680008
gueo,"very dark, unable to understand",human activity,0.3190719485282898,language,0.1504880934953689
"guêng, jỡng guêng",bowlegged ,human activity,0.3868018686771393,animals activity,0.3109542727470398
gur ,split ends of hair,human activity,0.5860828161239624,animals activity,0.199918121099472
gŭi,edible yellow fruit that grows on vines that climb trees,plants,0.7439017295837402,animals activity,0.1921162903308868
gŭk,to pile up,human activity,0.5755335092544556,language,0.1292346715927124
gŭm,to help ,human activity,0.4273036122322082,language,0.1341443210840225
gŭt ,to bend,human activity,0.4352121651172638,language,0.1923450082540512
ha,to open mouth,human activity,0.4558250606060028,language,0.2998598515987396
ha ,"huh?, question particle",language,0.679678201675415,human activity,0.1238577514886856
hach,"to dissolve, melt, disintegrate ",language,0.2497176378965377,water,0.1779137402772903
hah ,huh?,human activity,0.3701285421848297,language,0.248978391289711
hai,graduated shape,human activity,0.5126596093177795,animals activity,0.1091146692633628
"hai, đak hai",saliva ,animals activity,0.4097433388233185,human activity,0.372125893831253
hal,"happy, thrilled",human activity,0.6056569814682007,language,0.175245463848114
han ,sharp edged,human activity,0.4103260934352875,language,0.2127891182899475
hang,sting from salt on cut,human activity,0.522408127784729,animals activity,0.1521412432193756
hang nuih,distressed,human activity,0.3806171715259552,language,0.1631048023700714
hang,"bank of river, sea",water,0.7211822271347046,scenery,0.1553120017051696
hanh,to desire,human activity,0.5174950361251831,language,0.2228549420833587
hao ,"to climb, ride",human activity,0.8014664053916931,animals activity,0.1136829182505607
har,bitter,language,0.3295967578887939,human activity,0.2708203792572021
hă,huh? question particle,language,0.6600541472434998,human activity,0.1079151257872581
hăk,to vomit,human activity,0.6409586071968079,animals activity,0.1909042596817016
hăl,"to be tired of, bored",human activity,0.4229396283626556,language,0.2564465999603271
"hăm, hỡm",question marker preceding verb,language,0.6275988221168518,human activity,0.1844575256109237
hăm,"with, and ",language,0.3715592920780182,human activity,0.3396699130535126
hăp,3rd person singular (in some dialects it is the familiar form) ,language,0.4999913871288299,human activity,0.2453482747077942
hăt,"to be in a hurry, be busy at",human activity,0.9174910187721252,language,0.0250365957617759
hăt-hot,emphatic of hăt ,language,0.3465149700641632,animals activity,0.2399733662605285
he ,"expression used when handing something to someone, ""here"" ",language,0.7544299960136414,human activity,0.1899615079164505
hei ,any time during the day before the present moment ,human activity,0.350814551115036,language,0.1618748009204864
hei hơhei,very much earlier,human activity,0.2985652685165405,animals activity,0.1452004164457321
măng hei,last night,human activity,0.6285604238510132,language,0.0945021286606788
hek,to tear,human activity,0.4590415060520172,animals activity,0.1877583116292953
hek-hok,emphatic form of hek ,language,0.5512467622756958,animals activity,0.1434070765972137
hen ,to stand on tip-toes to pull in stomach,human activity,0.7599750757217407,animals activity,0.1512790918350219
"hĕ, hĕ","words used to call cows, carabaos",animals,0.6934801936149597,animals activity,0.1669701933860778
hêt-hêt,"to breathe heavily, to be out of breath ",human activity,0.6052873730659485,language,0.1414797455072403
hi,final particle marking emphasis,language,0.5441259145736694,human activity,0.1632948517799377
hiam,type of tree the bark of which is used to kill fish,animals activity,0.6406434178352356,plants,0.1820345520973205
hiang,"pick all over, weak, failing health; pale",human activity,0.3713966012001037,plants,0.1738827228546142
hiap,to curse ,language,0.6206802129745483,human activity,0.2916203439235687
hiă,"spare (as tire, food)",animals activity,0.2942047715187073,human activity,0.2068084925413131
hiĕm,to feed,human activity,0.4770890176296234,animals activity,0.2333571761846542
hiĕn,to cough ,human activity,0.453868418931961,language,0.2750958502292633
hiĕt,to cut oneself,human activity,0.7821831107139587,language,0.0603580288589
hih,huh? question particle,language,0.6600541472434998,human activity,0.1079151257872581
hil,to be angry ,human activity,0.496747612953186,language,0.2920297086238861
hin ,very poor,human activity,0.2997772991657257,water,0.1415978372097015
hiom,to feel the chills,weather,0.5670648217201233,human activity,0.1568521708250045
hiong,"to lose something, to be lost",language,0.2901003658771515,human activity,0.2507228255271911
hiot,to pull,human activity,0.5291329622268677,animals activity,0.218660682439804
"hiŏu, hiâu",to walk fast ,human activity,0.7752925157546997,animals activity,0.1396374851465225
hiôk,"happy, pleasant",human activity,0.4627233743667602,language,0.2360118925571441
hiôk-hian,"quiet, peaceful",language,0.3558841943740845,scenery,0.2156117856502533
hiơ,spinning wheel,human activity,0.8578106760978699,animals activity,0.0814828649163246
hiơ-hiă,hunger pangs,animals activity,0.4163053929805755,human activity,0.3785923719406128
hiơt,to forget,human activity,0.4118094444274902,language,0.2389342933893203
hiỡ,to spend a long time at because enjoying it,human activity,0.4515049457550049,scenery,0.1850008964538574
hiỡr,"to be thrilled, really desire something ",human activity,0.5948315262794495,language,0.1322738528251648
hip ,suitcase-type box,human activity,0.5927731394767761,animals activity,0.0924498885869979
hium,to gather together,human activity,0.7929849028587341,language,0.0674936026334762
hiŭ,to go down gradually,human activity,0.2384996861219406,water,0.1917593032121658
hiŭ-hiŭ,springy,weather,0.5082816481590271,water,0.1126693189144134
hiu-hiŭ,to fall gradually,human activity,0.2441243082284927,weather,0.2407385110855102
hiưp,twilight; to fall asleep,language,0.3248107135295868,human activity,0.3197188079357147
hǐ,post-verb particle meaning or function of which not been determined,language,0.7254674434661865,human activity,0.0842313468456268
