,Keys,Definitions,0,1
1353,iĕ-ioch,tiny ,10.5964155,9.204243
1354,iĕl,"huh?, emphasis",9.969136,6.376757
1355,iĕm,2nd person plural,11.576165,5.5864086
1356,iĕr,chicken,12.766227,9.451231
1357,iêl,smooth,9.5874815,10.287274
1358,ih,2nd person singular formal,11.556917,5.597284
1359,iing-iông,large type of mosquito,11.9993105,9.824848
1360,iing-iông,of a house or tree to swing back and forth in a strong wind ,9.86865,10.572645
1361,iir-iur,to describe loose-fitting trousers ,8.50798,9.832741
1362,ioi,"classifier for rope, for sets of gongs",13.751878,10.029885
1363,iŏk,"to take, get",8.6001215,6.51988
1364,"iôp, sa iôp",to eat licking one's fingers noisily,7.708234,9.142336
1365,iôr,"weak (person), small in size",8.539957,8.386897
1366,iôt, to spring down as branch,8.655935,12.545854
1367,iung,"to get up, to stand up",7.433346,7.4863935
1368,ǐ,yes ,10.912755,4.5954084
1369,ǐ ah,yes ,10.908431,4.596454
1370,ǐch,excrement person ,11.0774355,6.099551
1371,ǐnh,1st person singular,11.579781,5.59224
1372,pơdrŏng ǐt-ing,to be very rich,8.78356,6.717019
1373,kơmrơng ǐt-ing,deep forest,9.021295,11.615236
1374,"ja, bơmŏu ja",white mushroom,9.899724,12.37045
1375,jaǐ,to have increased much from a very small beginning,8.000356,7.9091835
1376,jak,small back basket,10.906286,15.460184
1377,jal,conical fish net that is thrown into the water,8.912183,13.416728
1378,jang,to work,8.30463,6.617973
1379,jao,"to commit to, hand over to",9.246669,5.5695066
1380,jat,intensifier ,9.579274,7.2800336
1381,jă,small hut used to hide in while hunting,8.209916,12.050209
1382,jăk,"to escape, flee, go away",9.077575,7.0931773
1383,jăm,to fool,8.4676895,3.9993916
1384,jăng,"bodily movement strong, active",8.724783,8.456373
1385,jăr ,pitch of tree,8.70669,12.1318655
1386,jeh,"to pick out a sliver, thorn",9.672403,10.9210005
1387,jei,to be victorious win,11.419601,7.127832
1388,jet ,to ask,9.423846,6.630255
1389,jêr-tơjêr,to describe flat-surfaced object in flight,9.686727,10.277683
1390,jêu,of leaves to become firm again after being brittle ,9.314595,12.110439
1391,jễ,near nearly ,9.269921,7.591176
1392,jih,edge ,10.070078,7.810685
1393,jing ,to become ,8.151234,7.1470146
1394,jing ,name of fish,9.071596,13.431248
1395,jǐ,"to be sick, pain",7.0649047,7.8318877
1396,jǐ,"is, copula  ",10.085578,7.302534
1397,jǐl,to butt with the horns,11.111775,8.637943
1398,jǐl,a small-sized type of deer,11.7442465,9.802653
1399,jǐl chỗ,to be stiff-fingered,8.243161,9.096914
1400,jǐt,ten,10.884078,6.8311996
1401,bar jǐt,twenty ,10.78081,6.910591
1402,jǐt,to shave off wood or bamboo,9.6756,10.960763
1403,jo,paralyzed,9.844556,7.5716553
1404,joh,of a snake to bite,10.540292,11.474683
1405,jon,under part of knee joint,9.249456,8.743654
1406,"jong, sem jong",type of parrot ,12.599646,9.698904
1407,jor,person or animal that has been wounded and so is very ferocious and invulnerable ,10.679671,11.005535
1408,jor,"not come to pass, be successful ",8.5451565,6.361942
1409,pă jor,certainly,10.857362,4.6432157
1410,jŏ,a quiver ,11.995319,8.757843
1411,jŏk,of hoe to have too narrow of an angle ,9.76655,8.846415
1412,jŏng,the standing up of a snake,10.585136,11.493817
1413,"jŏu, jâu",to accuse ,8.272057,3.8381665
1414,"jŏu, jâu, yă jŏu",praying mantis,10.475646,6.5120707
1415,jô,of plants to wither ,9.347071,12.124083
1416,"jông-jôt, bơmŏu jông-jôt","type of toadstool, very smelly",10.539744,12.429901
1417,jôr,to pour wine into a bottle,10.538404,13.94026
1418,jỗ,to count,10.346332,6.992743
1419,jỗ,"to consider, account",9.059212,7.470454
1420,jơ,hour,6.0858674,6.6397004
1421,jơ,"watch, clock ",6.0897555,6.624881
1422,jơ,signifies completed action ,8.917045,6.3182044
1423,jơ-rơ-rơ,big or old person falling and rolling ,10.804614,9.935387
1424,jơh,if (in some places not used any more)  ,5.6492186,6.0749846
1425,jơh-wĕl,of kite or bird to go up and down all over the place,12.241457,9.464042
1426,jơhên,"large, wide ",10.491573,9.346954
1427,jơhngir,a rake ,10.025948,7.845539
1428,"jơhngơi, hiĕk jơhngơi",to laugh hard,7.5055366,5.451781
1429,jơhngỡm,"chest, figuratively equates with heart in figurative sense in English ",11.136658,7.7183967
1430,jơjễ,quite near,9.337493,7.553839
1431,jơjŏk,"to sputter, to spout off to someone about another person",8.493541,9.767243
1432,jơjueng,"very black, dirty black ",11.215485,11.6255865
1433,jơk,"green, blue",11.228898,11.568652
1434,jơla,thorn,9.6779995,10.938163
1435,jơlĕ,"to be like, look like ",10.478306,6.5952244
1436,jơlŏng,stick used to pull dog with rope on both sides so that animal can't bite the one pulling ,10.901035,10.543856
1437,jơlông,type of wine jar of great value,10.606078,13.981036
1438,jơlŭt,to do forcefully to force to do,8.141557,7.322372
1439,jơlư,bravely,7.940524,5.7132087
1440,jơlư-jơla,to do what one wants to do but with no purpose,8.158622,6.284302
1441,jơma,porcupine ,11.371799,8.527683
1442,jơmaih-sơke jơmir,large wild boar,11.493806,9.505379
1443,jơmăng,dark skin,11.016822,11.473161
1444,"jơmir, kơting jơmir",ribs,10.433979,7.596719
1445,jơmlo,of a young person to hold pipe between teeth,6.4537663,9.157457
1446,jơmlô,of an old person to hold pipe between teeth,6.5097556,9.184764
1447,jơmo,to be successful in hunting animals,11.311578,10.372396
1448,jơmrang,comb of rooster ,12.673132,9.40995
1449,jơmul,to plant rice using dibble stick to make holes,10.569774,14.915255
1450,jơnap,"plenty, well provided for",10.510957,4.5392942
1451,jơnap-jơnoi,intensive of jơnap,-2.086289,10.669199
1452,jơnǐt,shavings grass straw used for plugging hole,12.34909,10.684841
1453,jơnoi,to live long,7.176741,6.425441
1454,jơnôr,wine in bottle,10.592757,13.975135
1455,jơnỗ,things counted out,10.344008,6.9215837
1456,jơnỡn,to be old to have lived at one place for a long time ,7.1971464,6.4133058
1457,jơnum,the total of ,10.32238,6.8710613
1458,jơngong,to hold something between teeth as bird or dog does,12.558329,9.689594
1459,jơprê,water spreading out after it comes out small pipe,7.2903004,10.416529
1460,jơwa,"noise, sound",13.108574,11.483628
1461,jỡl,to be in need,7.930187,6.47145
1462,jỡng,leg,9.135711,8.689005
1463,jỡp,all over everywhere ,10.171438,4.8962474
1464,Jrai,Jarai---the large ethnic minority which lives near the Bahnar and shares to some extent culture and language features,10.787616,6.3063793
1465,"Jrai Bahnar, kon Jrai Bahnar",the Jarai and Bahnar collectively the Montagnard,10.841716,6.2757154
1466,jrang,lechee-like fruit ,9.661517,12.691223
1467,jră,to prevent from going by word of mouth; to accuse someone else for something you did,8.260665,3.8263397
1468,jrăng,house posts ,9.597457,8.0889635
1469,jrĕnh,wax ,6.3441296,10.622611
1470,ŭnh jrĕnh,candle ,6.005079,10.66518
1471,jrĕo,to yell,12.622982,10.910343
1472,jri,banyan tree ,8.761587,12.232789
1473,jro,to sprinkle ,7.75343,10.1213
1474,jroh,swift ,10.132553,7.141861
1475,jrŏl,pheasant ,10.432762,7.491972
1476,"jrŏng, jỡng jrŏng",knock-kneed,9.297124,8.918245
1477,jrŏu,to make stew to mix up food ,6.908656,11.004955
1478,jrỡp,to pound husked rice in order to polish it ,10.544642,14.932824
1479,jruh,of to things descend (in the air only)  ,8.100195,8.466759
1480,jrŭ,deep ,7.5587053,10.534765
1481,jrŭm,needle ,9.715776,7.2245164
1482,jua,"nobody there, nothing there ",9.96639,5.020464
1483,jua-juônh,intensive form of jua,-2.073477,10.656375
1484,"juă, juỡ","to step on, stamp on",7.4163213,4.4805984
1485,juăt,"in the habit of, accustomed, customarily ",9.769407,5.629847
1486,"khôi juăt, tơdrong juăt","customs, laws",9.182999,5.8813457
1487,juei,large type of deer,11.762352,9.835899
1488,"jum, jum dăr",all around something,10.126708,4.982138
1489,juơ,a saw ,9.541392,8.429773
1490,juỡ,"to step on, stamp on",7.4226336,4.49652
1491,jur,"to go down, descend",8.007694,8.426072
1492,jŭ,black (of dogs only) ,11.221385,11.594128
1493,jŭk,octopus; trigger wire,10.773446,7.630664
1494,jŭk,to follow someone,9.233482,7.461467
1495,'jol-‘jol,to describe appearance of someone hopping on one leg,7.639133,8.255333
1496,"""jơ'jih","the drooling of an epileptic, dying animal",10.490718,12.136176
1497,"""jơ'jih-'jơ'jah","intensive of  ""jơ'jih",-2.067407,10.6501665
1498,"""jrang, jrang, kla 'jrang",leopard ,10.729905,7.721557
1499,"""jreng",to yell for help (the noise of the yell) ,12.692544,10.92888
1500,"""jrŭk-'jrăk-măk",the noise of many people pounding rice,13.067692,11.461068
1501,"""jue","completely, the same ",10.328386,4.810226
1502,"""juỡh","to be empty, to empty",9.818948,5.0901046
1503,ka,fish,9.016018,13.465102
1504,kah,to have done already ,10.020261,5.827822
1505,kah-kai,to have studied a short time but know well already ,8.782826,7.2540493
1506,kai,"to be overseer, chief ",9.824001,7.0500746
1507,kai (ning nai kai ning mônh),whether this morpheme any meaning of own or used as rhyme in this phrase meaning future,9.362172,6.2923274
1508,kal,intensive ,-2.086722,10.669656
1509,kam,to threaten ,7.2350707,4.7732596
1510,kam,to plan to do something ,8.277576,6.342671
1511,kang,chin ,9.954504,7.984033
1512,kang,the more... the more... even more,10.346298,4.337261
1513,kang,measure of wine ,10.594346,13.973545
1514,kang ,body of crossbow on which arrow is set,11.985992,8.768188
1515,kao,arrowhead,11.860485,8.809427
1516,kao,to chop wedges in a pole to make a ladder or in poles to make them weak in making a trap,8.279749,12.661865
1517,kăl,to chop large trees,8.72412,12.13278
1518,kăl,"important, to need",8.891391,6.3786607
1519,kăp,to bite,10.040756,11.06377
1520,kăp,to be expensive,8.869216,6.655488
1521,kăt,to cut,8.044467,12.1231785
1522,kăt-kôh,"type of ant that lives in nests in trees, the stomach is raised like a tail",12.058062,10.010743
1523,keh,to be finished usually in making something ,8.408013,6.721893
1524,"Kei-Dei , 'Bok  Kei-Dei","God, Lord, Creator of heaven and earth",10.315894,6.2189837
1525,keng,musical horn of any type,11.2164,8.664441
1526,keng-kong,a square ,10.417783,7.7004623
1527,kep,anything with scissor-like arms; to cut and post,7.9930778,12.150786
1528,ket,to choke,9.949657,10.15734
1529,ket-kong,to wrestle with legs only (from ankles down) ,9.242842,8.741453
1530,kĕ,to be able to to have strength enough,8.185323,6.1822243
1531,kĕ,"often, accustomed",9.919564,5.510918
1532,kĕch,to harvest rice,10.562179,14.935013
1533,kĕt-kŏt or kek-kok,the noise child makes to imitate sound of car,13.126287,11.505377
1534,kêng,"to deceive, to accuse",8.29714,3.8646154
1535,kêng-kêu,to describe bowlegged stride of a monkey,11.154961,11.177547
1536,khak,to clear one's throat ,7.351505,9.238071
1537,khan ,to say,9.494632,6.441891
1538,khă,to forbid,8.363436,4.760869
1539,khă,to be better (Vietnamese borrowing),9.537172,6.8730145
1540,khăk,sputum,10.348937,7.543628
1541,khăk-khăk,noise of ankle bone when walking,13.246135,11.69494
1542,khăn,blanket especially the Bahnar-type blanket,8.546299,10.181812
1543,khăng,hard tough,8.54489,9.047284
1544,khei,"moon, month ",10.776871,7.164202
1545,măt khei,moon,10.78571,7.1731777
1546,"Khĕch, bơngai Khĕch",Chinese,10.163802,7.314096
1547,khĕnh,"bad-tempered, mean (male only)",11.468907,6.4682794
1548,khêl,a shield,10.385905,7.661675
1549,khǐk,noise of weeping,12.982957,11.262782
1550,khǐng-khŭng,noise-making instrument propelled by water power used in fields to scare away animals,13.115066,11.523126
1551,khǐng-khŭng,descrbies older people walking bent over,11.106901,5.723685
1552,khoǐ-khoǐ,to describe uneven walk of a lame person,7.550908,7.902787
1553,khok,to choke on,9.945652,10.169406
1554,khong,bad smell,8.120592,11.059669
1555,khop,"to bow pray; Catholics, Christian",8.787521,5.950032
1556,khor,to comb hair a tickle in throat ,7.6378307,9.205046
1557,khot ,of water to become less and less,7.4039445,10.271972
1558,"khot, 'bŏu khot ",bad smell of old meat,8.063277,11.0442915
1559,khoy,of food to be burned,6.2240505,10.55544
1560,khŏm,"occurring singly and before the verb khŏm has the idea of ""to do anyway"" ""keep on doing""; occurring in duplicated form and after verb it means continually",8.673262,5.0174856
1561,khôi,"customs, law",9.218705,5.8602233
1562,khôǐ,"to throw down, trip up",7.8823624,9.546304
1563,khôn,"friendly, kind ",9.737894,6.4465375
1564,không,an instrument used in weaving to keep of weaving apert,10.333087,10.656781
1565,khơǐ-khơǐ,staggering walk of sick person,7.4595175,7.864959
1566,khơī,to disappear,9.737239,5.205026
1567,khơp,to bridle ,10.031311,7.1960135
1568,khỡ,until,6.824315,6.4801474
1569,khỡl,noise or way something of wood breaks,13.004561,11.505848
1570,khỡng,fire with much flame,5.9977317,10.67301
1571,khuă,"key, lock",9.912734,7.0853786
1572,khuen,part that binds blade to handle,9.7391815,9.171425
1573,khul,group kind type race of people,11.019674,5.9976597
1574,khuỡk,to become less,8.026485,7.6055255
1575,khŭk,minute,6.093354,6.611276
1576,khŭk-khŭk,noise of pig when scared,13.0123415,11.429198
1577,khưi,to describe very hot coals of fire,6.0556493,10.738106
1578,khưn,trap to catch wild chickens alive,8.403099,13.15488
1579,ki,"a while ago, the other day time, designates time from a few days ago up to about a year ago",6.0748878,6.662793
1580,kial,wind,9.937279,10.503957
1581,kiĕ,place,8.964643,4.8974814
1582,kiĕk,tiger,11.872196,11.229124
1583,kiĕl,bottom of basket,10.90851,15.461143
1584,kiĕn,to stick pointed things into something as feathers into a head band,10.545662,8.986925
1585,kiĕng,tail ,11.92428,8.976092
1586,kiĕt,to peel off,9.9313755,11.576129
1587,kiĕu,of animals to be with young,12.222304,8.011774
1588,kiŏl,noise and movement of something falling into the grass,13.242715,11.683738
1589,kiơ,"what, which",9.308997,5.1127577
1590,kiỡ,to follow,9.237829,7.503923
1591,kiỡ,place,8.97286,4.88824
1592,kiỡng,"of something to feel hard and unmoving; of a house to vibrate shake because of earthquake, explosion",12.957514,11.2437315
1593,kiŭl,noise and movement of something large falling,13.240413,11.6801405
1594,kla,"panther, leopard",10.756884,7.759367
1595,klai,"to be fed up with, tired of, angry at",7.4835935,4.7451816
1596,klaih,"to finish, be done with, get well",8.423057,6.5655813
1597,klak,"stomach, intestines",11.612509,8.256759
1598,klan,red worm that lives in dirty water,10.570399,11.964273
1599,klang,to place bamboo tube so that water will run through it,9.845701,14.559951
1600,klang,"eagle, hawk",12.582763,9.707276
1601,klang kok,stork,10.218119,7.54899
1602,klang,kite,12.006387,9.478701
1603,klang-klôm,of rice to be only partly cooked,10.531937,14.940273
1604,"klanh ,  'nhĕt klanh",type of grass with sharp edges,9.094517,11.713936
1605,klă klang,to be shining bright and beautiful,5.9488864,10.56077
1606,"klăm, măng klăm",very dark,11.291489,11.784175
1607,klăn,python,10.312013,7.5431833
1608,klăng,to level off a field,9.768172,7.0475554
1609,"klen-klon, yak klen-klon",to walk leaving no evidence where you have been,7.633922,7.769286
1610,kleo,of unripe jackfruit to wither up because picked to early,9.67322,8.023685
1611,klĕ,to steal,8.688796,6.507214
1612,klĕch,to have just left ,9.83742,5.904205
1613,klĕng,forehead ,10.42474,8.768242
1614,klĕnh,"escape, flee, run away ",9.079478,7.081871
1615,klĕp,"to patch clothes, fasten on ",8.2395525,10.355776
1616,klǐ,"to describe very soft, overcooked potato, banana",10.110174,12.673577
1617,klǐk, deaf ,6.2154202,7.824972
1618,klong,husband ,11.279024,6.3728876
1619,klo 'ba,dragonfly ,11.96595,9.562907
1620,kloh,"to fade, wash out, become clean ",8.103997,10.698537
1621,klong,to tighten as handle of knife ,9.693698,9.154539
1622,klong,cooked seeds e.g. of jackfruit,9.457503,12.443474
1623,klong măt,eyeball ,6.118939,7.998848
1624,klŏ,"to speak clearly, correctly ",9.40383,6.189415
1625,klŏk,navel ,10.248647,7.139615
1626,klŏng,deep water in river or in sea ,7.2345862,10.397586
1627,klŏng-chǐng klŏng,bamboo xylophone ,9.469999,14.638003
1628,klỗ,to dig out large clods of soil,9.358574,10.636056
1629,klơch,"to be afraid continually, person who is always afraid ",6.5890694,4.947079
1630,klơm,liver,9.671323,7.180577
1631,klơng,to lift something up that is heavy ,8.530141,8.732116
1632,klỡk,to indicate noise and way something falls to the ground,13.229192,11.668358
